년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20170807	Wanna One (워너원)	Wanna Be (My Baby)	male	댄스	20	탁 (TAK)	탁 (TAK)	YMC엔터테인먼트	Oh Oh Oh Wanna be my baby Wanna be my baby 이런 느낌 처음인 걸 혹시 이게 사랑일까 뭐든지 다 해주고 싶어 네가 원하는 거 말이야 마음 깊숙이 들어가서 남김없이 다 알고 싶어 너만 아는 콤플렉스까지도 Yeah Yeah Uh 널 내 마음속에 저장 이제 내가 보여줄 차례야 받은 게 많아서 줄 것도 많어 흐르던 땀만큼 추억도 많어 Wanna Wanna 내 옆에 있어줘 Come on Come on Welcome to the my world 한 순간도 눈을 뗄 수 없게 해줄게 미리 약속할게 Hey 이게 뭐야 두근거리는 감정이 느껴져 What Wanna be my baby Wanna be my baby 한 순간도 쉴 틈 없이 너만 생각해 Yeah Wanna be my Wanna be my Wanna be my baby 말로 다 설명 못해 자꾸만 웃게 돼 이 감정 어디서 왔는지 알수록 더 미소 짓게 돼 이미 연결된 우리 사이 매일 새로운 나의 순간 꿈보다 더 꿈 속인 것 같아 Baby 큐 Oh 또 놀라고 또 놀라 매일매일 늘어가 느낌표 First time 처음으로 느껴지는 감정 주체할 수 없어 소리 질러 함성 Oh Yes 이 느낌은 마치 끝판을 깨도 끝나지 않는 게임 난 멈출 수가 없어 준비가 됐다면 박수 쳐 이게 뭐야 두근거리는 감정이 느껴져 What Wanna be my baby Wanna be my baby 한 순간도 쉴 틈 없이 너만 생각해 Yeah Wanna be my Wanna be my Wanna be my baby Wanna be my baby Wanna be my baby 너에게 원하는 한가지 이대로만 내 옆에 있어줘 내가 원하는 건 정말 단순하단 말야 진짜 바라는 건 하나뿐이란 말야 그건 바로 너야 너 너 너 오직 너야 너야 너 너 너 이게 뭐야 두근거리는 감정이 느껴져 What Wanna be my baby Wanna be my baby 한 순간도 쉴 틈 없이 너만 생각해 Yeah Wanna be my Wanna be my Wanna be my baby Wuh Oh Oh Woo Wuh Oh Wanna be my baby Wuh Oh Oh Woo Wuh Oh Wuh Oh Oh Woo Wuh Oh Oh Wanna be my baby Wanna be my baby
20170807	Wanna One (워너원)	이 자리에 (Acoustic Ver.)	male	발라드	28	우키 (Wooki)	페이퍼플래닛 (Paper Planet)	YMC엔터테인먼트	감아봐 천천히 두 눈을 느껴봐 우리가 함께할 많은 시간 많은 약속 어느새 익숙한 얼굴도 너무나 소중한 시간들 하나하나 내겐 특별해 매번 지쳐 힘겨워도 날 보며 웃을 네 생각에 힘을 내 난 어디서나 Always 다 네 꺼 항상 내가 너의 곁에서 Back hug 곰같이 매달려 너의 등을 감싸 안아 언제나 지킬 거야 Always 너와의 사랑으로 채워진 All day 넌 내 인생의 All main 매일 너와의 거리에 추억을 만들며 네가 걷는 자리에 항상 Always 두 손을 꼭 잡고 지금 이대로 영원이란 두 글자처럼 함께 머물러 너와 나 이대로 변하지 않는 마음 하나만으로 너를 사랑할 거라 약속해 Ha Ah Ah Ha Ah Ah Ha Ah Ah Ha Ah Ah 언제나 너와 여기 이 자리에 Ha Ah Ah Ha Ah Ah 이 자리에 Ha Ah Ah Ha Ah 이 자리에 Always 아무런 문제없단 듯이 앞에선 해맑게 웃어도 맘속까지 알아채지 텔레파시 통한 듯 내 마음 다 표현 못해도 괜찮아 다 알아 웃는 너 아름다운 너처럼 이 자리에 언제까지나 함께 할게 두 손을 꼭 잡고 지금 이대로 영원이란 두 글자처럼 함께 머물러 너와 나 이대로 변하지 않는 마음 하나만으로 너를 사랑할 거라 약속해 하루하루가 지나고 계절이 바뀌어가도 내 마음 깊은 곳에 단 하나뿐인 너를 그 누구도 그 무엇도 떼어낼 수 없어 두 손을 꼭 잡고 지금 이대로 영원이란 두 글자처럼 함께 머물러 너와 나 이대로 변하지 않는 마음 하나만으로 너를 사랑할 거라 약속해 Ha Ah Ah Ha Ah Ah 언제나 너와 지금 이곳에 언제나 너와 여기 이 자리에 Ha Ah Ah Always Ha Ah Ah Always 이 자리에 Ha Ah Ah 이 자리에 Always
20170822	선미	가시나	female	댄스	2	24	Joe Rhee	(주)메이크어스엔터테인먼트	너의 싸늘해진 그 눈빛이 나를 죽이는 거야 커지던 니 맘의 불씨 재만 남은 거야 왜 시간이 약인가 봐 어째 갈수록 나 약하잖아 슬픈 아픔도 함께 무뎌지는 거야 좋아 이젠 너를 잊을 수 있게 꽃같이 살래 나답게 Can't nobody stop me now no try me 나의 향길 원해 모두가 바보처럼 왜 너만 몰라 정말 미친 거 아냐 넌 왜 예쁜 날 두고 가시나 날 두고 가시나 왜 예쁜 날 두고 가시나 날 두고 떠나가시나 그리 쉽게 떠나가시나 같이 가자고 약속해놓고 가시나 가시나 날카로운 날 보고 넌 고개 숙일 거야 가시 난 내 모습이 더 깊숙이 파고들 거야 eh 이미 꺾은 거잖아 굳이 미안해하지 마 정말 꺾인 건 지금 내가 아냐 바로 너야 좋아 이젠 너를 잊을 수 있게 꽃같이 살래 나답게 Can't nobody stop me now no try me 나의 향길 원해 모두가 바보처럼 왜 너만 몰라 정말 미친 거 아냐 넌 왜 예쁜 날 두고 가시나 날 두고 가시나 왜 예쁜 날 두고 가시나 날 두고 떠나가시나 그리 쉽게 떠나가시나 같이 가자고 약속 해놓고 가시나 가시나 너는 졌고 나는 폈어 And it's over 다시 돌아온다 해도 지금 당장은 나 없이 매일 잘 살 수 있을 것 같지 암만 생각해봐도 미친 거 아냐 넌 왜 예쁜 날 두고 가시나 날 두고 가시나 왜 예쁜 날 두고 가시나 날 두고 떠나가시나 그리 쉽게 떠나가시나 같이 가자고 약속해놓고 가시나 가시나
20170829	현아	베베 (BABE)	female	댄스	26	현아	BEOMxNANG	피네이션	I am just 26 26 26 나 I’m just 26 26 뭘 봐 뭘 자꾸만 봐 뭐가 좋다고 계속 실실대냐고 막 이렇게 어 이렇게 어 왜 자꾸만 그렇게 하냐고 어제보다 더 내가 좀 더 이상해져 오늘 하루도 내가 아닌 것 같아져 자꾸 내일이 되면 상상도 못할 나도 모를 너도 모를 내 모습이 내 모습이 내 모습이 Babe babe babe babe 네 앞에선 Babe babe babe babe 나도 이렇게 될 줄은 몰랐어 널 보고 있으면 나도 모르게 나 듣고 싶나 봐 Tell me I’m your babe babe U make me 25 25 25 U make me 24 24 24 I feel like 21 21 21 또 듣고 싶나 봐 Tell me I’m your babe babe 어서 데려가 좀 더 놀아줘 봐 왜 아기 취급해 살살 다루니 날 네 앞에서 가늠 안돼 내 나이가 무슨 마법이라도 걸었니 비나이다 천하의 내가 너 땜에 안달복달 매일 애가 타잖니 어쩜 이렇게 몸이 꼬이는지 Babe 이건 어리광이 맞아 예뻐해 줘 내 모습이 Babe babe babe babe 네 앞에선 Babe babe babe babe 나도 이렇게 될 줄은 몰랐어 널 보고 있으면 나도 모르게 나 듣고 싶나 봐 Tell me I’m your babe babe U make me 열아홉 열아홉 열아홉 U make me 열일곱 열일곱 열일곱 I feel like 열다섯 열다섯 열다섯 또 듣고 싶나 봐 Tell me I’m your babe babe 나 오늘 잠 안 오네 너 땜에 잠 안 오네 눈빛이 생각나서 말투가 생각나서 잠 안 오네 너의 눈빛 땜에 Babe babe babe 너의 손길 땜에 Babe babe babe 내 모습이 Babe babe babe babe 또 듣고 싶나 봐 Tell me I’m your babe babe U make me baby girl baby girl baby girl Now I’m your baby girl baby girl baby girl
20170905	EXO	Power	male	댄스	21	김혜정	James Matthew Norton	(주)SM엔터테인먼트	머뭇거리지 마 Move on 자 시간이 없어 너의 미래는 바로 상상에 달렸어 두려움 따윈 버려 우린 그래도 돼 모든 열쇤 너에게 있는데 잠들지 않아도 꿈꾸던 널 잊지 않기를 바래 바래 오늘 우리 함께 신나게 한번 불태워볼까 꼭 하나 된 Feeling feeling So turn me up We got that power power 네가 나를 볼 때 서로 같은 마음이 느껴질 때 Power power 더 강해지는 걸 Turn the music up now We got that power power 이 음악을 통해 같이 한목소리로 노래할 때 Power power 더 강해지는 걸 Turn the music up now Power power Turn the music up now 고민은 이제 그만 Stop 시간은 가 지금도 Tik Tok We take a shot 떠나자 We got bang bang pow wow 이어폰 타고 흘러 나오는 멜로디로 시끄러운 소음 덮고 볼륨은 Up High We got that power everytime 잠들지 않아도 꿈꾸던 널 잊지 않기를 바래 바래 오늘 다시 함께 신나게 한번 불태워볼까 꼭 하나 된 Feeling feeling So turn me up We got that power power 네가 나를 볼 때 서로 같은 마음이 느껴질 때 Power power 더 강해지는 걸 Turn the music up now We got that power power 이 음악을 통해 같이 한목소리로 노래할 때 Power power 더 강해지는 걸 Turn the music up now 지쳐버리는 그날이 오면 기억해 Babe 아름다웠던 우릴 다시 일어날 수 있는 그 힘은 네 안에 있다는 걸 We got that We got that We got that We got that We got that power power 이 음악을 통해 같이 한목소리로 노래할 때 Power power 더 강해지는 걸 Turn the music up now Power power Turn the music up now We got that We got that
20170918	방탄소년단	DNA	male	랩/힙합	5	RM	RM	빅히트엔터테인먼트	첫눈에 널 알아보게 됐어 서롤 불러왔던 것처럼 내 혈관 속 DNA가 말해줘 내가 찾아 헤매던 너라는 걸 우리 만남은 수학의 공식 종교의 율법 우주의 섭리 내게 주어진 운명의 증거 너는 내 꿈의 출처 Take it take it 너에게 내민 내 손은 정해진 숙명 걱정하지 마 love 이 모든 건 우연이 아니니까 우린 완전 달라 baby 운명을 찾아낸 둘이니까 우주가 생긴 그 날부터 계속 무한의 세기를 넘어서 계속 우린 전생에도 아마 다음 생에도 영원히 함께니까 이 모든 건 우연이 아니니까 운명을 찾아낸 둘이니까 DNA I want it this love I want it real love 난 너에게만 집중해 좀 더 세게 날 이끄네 태초의 DNA 가 널 원하는데 이건 필연이야 I love us 우리만이 true lovers 그녀를 볼 때마다 소스라치게 놀라 신기하게 자꾸만 숨이 멎는 게 참 이상해 설마 이런 게 말로만 듣던 사랑이란 감정일까 애초부터 내 심장은 널 향해 뛰니까 걱정하지 마 love 이 모든 건 우연이 아니니까 우린 완전 달라 baby 운명을 찾아낸 둘이니까 우주가 생긴 그 날부터 계속 무한의 세기를 넘어서 계속 우린 전생에도 아마 다음 생에도 영원히 함께니까 이 모든 건 우연이 아니니까 운명을 찾아낸 둘이니까 DNA 돌아보지 말아 운명을 찾아낸 우리니까 후회하지 말아 baby 영원히 영원히 영원히 영원히 함께니까 걱정하지 마 love 이 모든 건 우연이 아니니까 우린 완전 달라 baby 운명을 찾아낸 둘이니까 La la la la la La la la la la 우연이 아니니까 La la la la la La la la la la 우연이 아니니까 DNA
20170918	방탄소년단	Best Of Me	male	랩/힙합	19	ADORA	ADORA	빅히트엔터테인먼트	When you say that you love me 난 하늘 위를 걷네 영원을 말해줘 just one more time When you say that you love me 난 그 한 마디면 돼 변하지 않는다고 just one more time 넌 내게 이 세계의 전부 같아 더 세게 아프게 날 꽉 껴안아 우리가 나눈 something And you can't make it nothing 잊지 않아줬으면 해 넌 내 하루하루 여름 겨울 넌 몰라도 You got the best of me You got the best of me So please just don't leave me You got the best of me 나도 나의 끝을 본 적 없지만 그게 있다면 너지 않을까 다정한 파도고 싶었지만 니가 바다인 건 왜 몰랐을까 어떡해 너의 언어로 말을 하고 또 너의 숨을 쉬는데 I'll be you 날 쥐고 있는 너 난 너의 칼에 입맞춰 그러니 take my hand right now 이런 내가 믿기지 않아 속으로만 수천 번은 더 말했었던 그 말 그대는 날 떠나지 마 You got the best of me You got the best of me 꿈인지 현실인지는 딱히 중요치 않지 그저 니가 내 곁에 있다는 게 Thanks 하루하루 여름 겨울 넌 몰라도 You got the best of me You got the best of me So please just don't leave me You got the best of me 넌 나의 구원 넌 나의 창 난 너만 있으면 돼 You got the best of me 니가 필요해 So please just don't leave me You got the best of me 비가 내리던 나 눈이 내리던 나 모든 불행을 멈추고 천국을 데려와 쉽게 말하지 마 너 없는 난 없어 넌 내 best of me The best of me 그냥 나에 대한 확신을 줘 그게 내가 바란 전부이니까 우리의 규율은 없다 해도 사랑하는 법은 존재하니까 Who got the best of me Who got the best of me 누구도 몰라 but I know me 내 최고의 주인인 걸 넌 You got the best of me You got the best of me So please just don't leave me You got the best of me 넌 나의 구원 넌 나의 창 난 너만 있으면 돼 You got the best of me 니가 필요해 So please just don't leave me You got the best of me When you say that you love me 난 하늘 위를 걷네 영원을 말해줘 just one more time When you say that you love me 난 그 한 마디면 돼 변하지 않는다고 just one more time
20170918	방탄소년단	보조개	male	랩/힙합	25	RM	RM	빅히트엔터테인먼트	꼭꼭 숨었다가 웃으면 나타나 어디서 온 걸까 거짓말하지마 천사가 맞잖아 니 정체가 뭐야 But you 그 미소는 잔인하다 못해 Cruel 그 볼을 못 봤어야 해 You 사실 진짜 위험한 건 너에게만 있는 거야 그 보조갠 illegal 안돼 위험해 oh yes So I call you illegirl 존재 자체가 범죄 천사가 남긴 실수였나 아니면 진한 키스였나 그 보조갠 illegal But I want it anyway anyway anyway 내게는 없어서 너에게만 있어서 이렇게 힘든 걸까 빠져 죽고 싶어 잠겨 죽고 싶어 넌 내게 호수야 Cause you 웃을 때면 어질어질해 True 너 제발 조심해줄래 You 사실 좀 더 위험한 건 너에게만 있는 거야 그 보조갠 illegal 안돼 위험해 oh yes So I call you illegirl 존재 자체가 범죄 천사가 남긴 실수였나 아니면 진한 키스였나 그 보조갠 illegal But I love it anyway anyway anyway 볼 때마다 마음이 위험해져 볼 때마다 점점 위험해져 Oh baby no hey Oh baby no hey 이 세상에 있긴 너무 위험한 걸 그 보조갠 illegal 안돼 위험해 oh yes So I call you illegirl 존재 자체가 범죄 천사가 남긴 실수였나 아니면 진한 키스였나 그 보조갠 illegal But I want it anyway anyway anyway Illegal Illegal But I want it anyway anyway anyway
20170918	방탄소년단	Pied Piper	male	랩/힙합	29	방시혁	방시혁	빅히트엔터테인먼트	나쁜 거라 더 좋은 거야 속으론 알고 있잖아 이젠 멈춰지지 않는 거야 You can’t stop 좀 더 솔직해져봐 Stop 이제 그만 보고 시험공부해 니 부모님과 부장님 날 미워해 봤던 영상 각종 사진 트위터 브이앱 본보야지 알아 좋은 걸 어떡해 그만해 뮤비는 나중에 해석하고 어차피 내 사진 니 방에도 많잖어 한 시간이 뭐야 일이년을 순삭해 이 노랜 내가 네게 주는 상 착해 벌 받는 건 아니잖아 이리 와 난 너의 paradise Can't close your eyes Can't close your eyes 발버둥쳐봐도 더는 소용없을 걸 날 거부하지 마 그냥 눈을 감고 귀 기울여봐 피리소릴 따라와 이 노래를 따라와 조금 위험해도 나 참 달잖아 널 구하러 온 거야 널 망치러 온 거야 니가 날 부른 거야 봐 달잖아 피리소릴 따라와 I'm takin' over you I'm takin' over you 이미 시작된 걸 알잖아 그 소릴 듣게 된 순간 어쩌면 그래 나는 조금 위험해 조금 위험해 널 이끄는 피리 부는 사나이처럼 나는 너를 시험해 너를 시험해 알면서도 이끌리는 선악과처럼 내 피리는 모든 걸 깨워 그 소린 널 애태워 더 이끌려 반응하는 너 끊임없이 숨을 불어내 난 너의 guilty pleasure 헤어나올 순 없어 Never 벌 받는 건 아니잖아 이리 와 난 너의 paradise Can't close your eyes Can't close your eyes 발버둥쳐봐도 더는 소용없을 걸 날 거부하지 마 그냥 눈을 감고 귀 기울여봐 피리소릴 따라와 이 노래를 따라와 조금 위험해도 나 참 달잖아 널 구하러 온 거야 널 망치러 온 거야 니가 날 부른 거야 봐 달잖아 그래 내가 좀 위험해 나도 나를 감당 못해 걱정 마 나의 손은 너에게만 따뜻해 따뜻해 만약에 내가 널 망치고 있는 거라면 나를 용서해줄래 넌 나 없인 못 사니까 다 아니까 I'm takin' over you I'm takin' over you
20170918	방탄소년단	고민보다 Go	male	랩/힙합	29	Supreme Boi	Supreme Boi	빅히트엔터테인먼트	DOLLAR DOLLAR 하루아침에 전부 탕진 달려 달려 내가 벌어 내가 사치 달려 달려 달려 달려 달려 달려 난 원해 cruisin' on the bay 원해 cruisin' like NEMO 돈은 없지만 떠나고 싶어 멀리로 난 돈은 없지만 서도 풀고 싶어 피로 돈 없지만 먹고 싶어 오노 지로 열일 해서 번 나의 pay 전부 다 내 배에 티끌 모아 티끌 탕진잼 다 지불해 내버려둬 과소비 해버려도 내일 아침 내가 미친놈처럼 내 적금을 깨버려도 WOO 내일은 없어 내 미랜 벌써 저당 잡혔어 WOO 내 돈을 더 써 친구들 wussup Do you want some DOLLAR DOLLAR 하루아침에 전부 탕진 달려 달려 man i spend it like some party DOLLAR DOLLAR 쥐구멍 볕들 때까지 해가 뜰 때까지 YOLO YOLO YOLO YO YOLO YOLO YO 탕진잼 탕진잼 탕진잼 YOLO YOLO YOLO YO Where my money yah 탕진잼 탕진잼 탕진잼 YOLO YOLO YOLO YO YOLO YOLO YO 탕진잼 탕진잼 탕진잼 YOLO YOLO YOLO YO Where the party yah 탕진잼 탕진잼 탕진잼 Where my money yah Where the party yah 내 일주일 월화수목 금금금금 내 통장은 yah 밑 빠진 독이야 난 매일같이 물 붓는 중 차라리 걍 깨버려 걱정만 하기엔 우린 꽤 젊어 오늘만은 고민보단 Go해버려 쫄면서 아끼다간 똥이 돼버려 문대버려 DOLLAR DOLLAR 하루아침에 전부 탕진 달려 달려 man i spend it like some party DOLLAR DOLLAR 쥐구멍 볕들 때까지 해가 뜰 때까지 YOLO YOLO YOLO YO YOLO YOLO YO 탕진잼 탕진잼 탕진잼 YOLO YOLO YOLO YO Where my money yah 탕진잼 탕진잼 탕진잼 YOLO YOLO YOLO YO YOLO YOLO YO 탕진잼 탕진잼 탕진잼 YOLO YOLO YOLO YO Where the party yah 탕진잼 탕진잼 탕진잼 고민보다 Go 고민보다 Go 고민보다 Go Go Everybody 고민보다 Go 고민보다 Go 고민보다 Go Go Everybody 고민보다 Go 고민보다 Go 고민보다 Go Go Everybody 고민보다 Go 고민보다 Go 고민보다 Go Go Everybody 고민보다 Go 고민보다 Go 고민보다 Go Go Everybody 고민보다 Go 고민보다 Go 고민보다 Go Go Everybody
20170922	아이유	가을 아침	female	포크/블루스	1	이병우	이병우	EDAM엔터테인먼트	이른 아침 작은 새들 노랫소리 들려오면 언제나 그랬듯 아쉽게 잠을 깬다 창문 하나 햇살 가득 눈부시게 비쳐오고 서늘한 냉기에 재채기할까 말까 음 눈 비비며 빼꼼히 창밖을 내다보니 삼삼오오 아이들은 재잘대며 학교 가고 산책 갔다 오시는 아버지의 양손에는 효과를 알 수 없는 약수가 하나 가득 음 딸각딸각 아침 짓는 어머니의 분주함과 엉금엉금 냉수 찾는 그 아들의 게으름이 상큼하고 깨끗한 아침의 향기와 구수하게 밥 뜸드는 냄새가 어우러진 가을 아침 내겐 정말 커다란 기쁨이야 가을 아침 내겐 정말 커다란 행복이야 응석만 부렸던 내겐 파란 하늘 바라보며 커다란 숨을 쉬니 드높은 하늘처럼 내 마음 편해지네 텅 빈 하늘 언제 왔나 고추잠자리 하나가 잠 덜 깬 듯 엉성히 돌기만 비잉비잉 음 토닥토닥 빨래하는 어머니의 분주함과 동기동기 기타 치는 그 아들의 한가함이 심심하면 쳐대는 괘종시계 종소리와 시끄러운 조카들의 울음소리 어우러진 가을 아침 내겐 정말 커다란 기쁨이야 가을 아침 내겐 정말 커다란 행복이야 응석만 부렸던 내겐 가을 아침 내겐 정말 커다란 기쁨이야 가을 아침 내겐 정말 커다란 행복이야 뜬구름 쫓았던 내겐 이른 아침 작은 새들 노랫소리 들려오면 언제나 그랬듯 아쉽게 잠을 깬다 창문 하나 햇살 가득 눈부시게 비쳐오고 서늘한 냉기에 재채기할까 말까 음
20170922	아이유	잠 못 드는 밤 비는 내리고	female	발라드	9	박광현	박광현	EDAM엔터테인먼트	창밖을 보면 비는 오는데 괜시리 마음만 울적해 울적한 마음을 달랠 수가 없네 잠도 오지 않는 밤에 슬픈 노래는 듣고 싶지 않아 내 마음속에 잠들어있는 네가 다시 나를 찾아와 나는 긴긴밤을 잠 못 들 것 같아 창밖에 비가 내리면 우두커니 창가에 기대어 앉아 기타를 퉁기며 노래를 불렀지 네가 즐겨듣던 그 노래 창밖을 보면 비는 오는데 괜시리 마음만 울적해 울적한 마음을 달랠 수가 없네 잠도 오지 않는 밤에 이젠 나의 희미한 기억 속에 너는 점점 더 멀어져 가고 너의 슬픈 미소만이 나의 마음속에 가득 남아 흐르고 있어 이렇게 비가 오는 밤이면 너는 나를 더욱 슬퍼지게 해 언제나 즐겨듣던 그 노래가 내 귓가에 아직 남아있는데 이렇게 비가 오는 밤이면 내 지친 그리움으로 널 만나고 이 비가 그치고 나면 난 너를 찾아 떠나갈 거야 두 눈을 감고 잠을 청해도 비 오는 소리만 처량해 비 오는 소리에 내 마음 젖었네 잠도 오지 않는 밤에 이젠 나의 희미한 기억 속에 너는 점점 더 멀어져 가고 너의 슬픈 미소만이 나의 마음속에 가득 남아 흐르고 있어 이렇게 비가 오는 밤이면 너는 나를 더욱 슬퍼지게 해 언제나 즐겨듣던 그 노래가 내 귓가에 아직 남아있는데 이렇게 비가 오는 밤이면 내 지친 그리움으로 널 만나고 이 비가 그치고 나면 난 너를 찾아 떠나갈 거야 비가 오는 밤이면 내 지친 그리움으로 널 만나고 비가 그치고 나면 난 너를 찾아 떠나갈 거야
20170922	아이유	비밀의 화원	female	발라드	14	이상은 (=Lee-tzsche)	이상은 (=Lee-tzsche)	EDAM엔터테인먼트	바람을 타고 날아오르는 새들은 걱정 없이 아름다운 태양 속으로 음표가 되어 나네 향기 나는 연필로 쓴 일기처럼 숨겨두었던 마음 기댈 수 있는 어깨가 있어 비가 와도 젖지 않아 어제의 일들은 잊어 누구나 조금씩은 틀려 완벽한 사람은 없어 실수투성이고 외로운 나를 봐 난 다시 태어난 것만 같아 그대를 만나고부터 그대 나의 초라한 마음을 받아준 순간부터 랄라라릴라 하루하루 조금씩 나아질 거야 그대가 지켜보니 힘을 내야지 행복해져야지 뒤뜰에 핀 꽃들처럼 점심을 함께 먹어야지 새로 연 그 가게에서 새 샴푸를 사러 가야지 아침 하늘빛의 민트향이면 어떨까 난 다시 꿈을 꾸게 되었어 그대를 만나고부터 그대 나의 초라한 마음을 받아준 순간부터 랄라라릴라 월요일도 화요일도 봄에도 겨울에도 해가 질 무렵에도 비둘기를 안은 아이같이 행복해줘 나를 위해서 난 다시 태어난 것만 같아 그대를 만나고부터 그대 나의 초라한 마음을 받아준 순간부터 랄라라릴라 난 다시 꿈을 꾸게 되었어 그대를 만나고부터 그대 나의 초라한 마음을 받아준 순간부터 랄라라릴라
20170922	아이유	매일 그대와	female	포크/블루스	23	최성원	최성원	EDAM엔터테인먼트	매일 그대와 아침 햇살 받으며 매일 그대와 눈을 뜨고파 매일 그대와 도란 도란 둘이서 매일 그대와 얘기하고파 새벽비 내리는 거리도 저녁노을 불타는 하늘도 우리를 둘러싼 모든 걸 같이 나누고파 매일 그대와 밤의 품에 안겨 매일 그대와 잠이 들고파 매일 그대와 새벽비 내리는 거리도 저녁노을 불타는 하늘도 우리를 둘러싼 모든 걸 같이 나누고파 매일 그대와 아침 햇살 받으며 매일 그대와 눈을 뜨고파 정말 매일 그대와 진짜 잠이 들고파 몹시 매일 그대와 엄청 얘기 하고파 정말 매일 그대와 매일 그대와
20170922	아이유	어젯밤 이야기	female	댄스	27	박건호	이호준	EDAM엔터테인먼트	어젯밤에 난 네가 미워졌어 어젯밤에 난 네가 싫어졌어 빙글빙글 돌아가는 불빛들을 바라보며 나 혼자 가슴 아팠어 내 친구들이 너의 손을 잡고 춤출 때마다 괴로워하던 나의 모습을 왜 못 보았니 어젯밤 파티는 너무도 외로웠지 이 세상을 다 준대도 바꿀 수가 없는 넌데 너는 그걸 왜 모르니 우 어젯밤에 난 네가 미워졌어 어젯밤에 난 네가 싫어졌어 쉴 새 없는 음악소리 끝나기를 기다리며 나 혼자 우울했었지 내 친구들이 너의 손을 잡고 춤출 때마다 괴로워하던 나의 모습을 왜 못 보았니 어젯밤 파티는 너무도 외로웠지 이 세상을 다 준대도 바꿀 수가 없는 넌데 너는 그걸 왜 모르니 우 어젯밤에 난 네가 미워졌어 어젯밤에 난 네가 싫어졌어 쉴 새 없는 음악소리 끝나기를 기다리며 나 혼자 우울했었지
20170928	볼빨간사춘기	썸 탈꺼야	female	"인디음악, 포크/블루스"	4	안지영	바닐라맨 (바닐라어쿠스틱)	쇼파르뮤직	표현이 서툰 것도 잘못인가요 나 차가운 도시에 따뜻한 여잔데 그냥 좋아한단 말도 안 되는가요 솔직하게 난 말하고 싶어요 사라져 아니 사라지지 마 네 맘을 보여줘 아니 보여주지 마 하루 종일 머릿속에 네 미소만 우리 그냥 한번 만나볼래요 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 밀가루 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 넘넘 스윗한 넌 정말 달콤한 걸 넘넘 스윗한 넌 그냥 좋아한단 말도 안 되는가요 솔직하게 난 말하고 싶어요 사라져 아니 사라지지 마 네 맘을 보여줘 아니 보여주지 마 하루 종일 머릿속에 네 미소만 우리 그냥 한번 만나볼래요 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 밀가루 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 사랑은 이렇게 생기는 게 아니겠어 어쩌면 내 맘의 반쪽을 네게 걸어보는 건데 나는 오늘도 네게 차일 것만 같아도 난 한번 더 너에게 다시 달려가 볼 거야 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 매운 거 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 나도 그 애처럼 좋아요 좀 눌러줘 나도 너랑 말 좀 할 수 있게 해줘 나는 풀이 죽어서 오늘도 포기하고 뒤를 돌아볼 때쯤 나를 붙잡는 넌 넘넘 스윗한 넌 정말 달콤한 걸 넘넘 스윗한 넌
20170928	볼빨간사춘기	나의 사춘기에게	female	"인디음악, 포크/블루스"	8	안지영	안지영	쇼파르뮤직	나는 한때 내가 이 세상에 사라지길 바랬어 온 세상이 너무나 캄캄해 매일 밤을 울던 날 차라리 내가 사라지면 마음이 편할까 모두가 날 바라보는 시선이 너무나 두려워 아름답게 아름답던 그 시절을 난 아파서 사랑 받을 수 없었던 내가 너무나 싫어서 엄마는 아빠는 다 나만 바라보는데 내 마음은 그런 게 아닌데 자꾸만 멀어만 가 어떡해 어떡해 어떡해 어떡해 시간이 약이라는 말이 내게 정말 맞더라고 하루가 지나면 지날수록 더 나아지더라고 근데 가끔은 너무 행복하면 또 아파올까 봐 내가 가진 이 행복들을 누군가가 가져갈까 봐 아름다운 아름답던 그 기억이 난 아파서 아픈 만큼 아파해도 사라지지를 않아서 친구들은 사람들은 다 나만 바라보는데 내 모습은 그런 게 아닌데 자꾸만 멀어만 가 그래도 난 어쩌면 내가 이 세상에 밝은 빛이라도 될까 봐 어쩌면 그 모든 아픔을 내딛고서라도 짧게 빛을 내볼까 봐 포기할 수가 없어 하루도 맘 편히 잠들 수가 없던 내가 이렇게라도 일어서 보려고 하면 내가 날 찾아줄까 봐 아아아아아아아 아아아아아아아 아아아아아아아 아아아아아아아 얼마나 얼마나 아팠을까 얼마나 얼마나 아팠을까 얼마나 얼마나 얼마나 바랬을까
